   216         -5       -5       -3 
   217         -5       -3       -3 
   218         -5       -3       -1 
   219         -5       -1       -1 
   220         -5       -1       -3 
   221         -7       -1       -3 
   222         -7       -1       -1 
   223         -7       -3       -1 
   224         -7       -3       -3 
   225         -7       -3       -5 
   226         -7       -3       -7 
   227         -7       -1       -7 
   228         -7       -1       -5 
   229         -5       -1       -5 
   230         -5       -1       -7 
   231         -5       -3       -7 
   232         -5       -3       -5 
   233         -5       -5       -5 
   234         -5       -7       -5 
   235         -7       -7       -5 
   236         -7       -5       -5 
   237         -7       -5       -7 
   238         -7       -7       -7 
   239         -5       -7       -7 
   240         -5       -5       -7 
   241         -3       -5       -7 
   242         -3       -5       -5 
   243         -3       -7       -5 
   244         -3       -7       -7 
   245         -1       -7       -7 
   246         -1       -7       -5 
   247         -1       -5       -5 
   248         -1       -5       -7 
   249         -1       -3       -7 
   250         -3       -3       -7 
   251         -3       -3       -5 
   252         -1       -3       -5 
   253         -1       -1       -5 
   254         -3       -1       -5 
   255         -3       -1       -7 
   256         -1       -1       -7 
   257         -1        1       -7 
   258         -3        1       -7 
   259         -3        1       -5 
   260         -1        1       -5 
   261         -1        3       -5 
   262         -3        3       -5 
   263         -3        3       -7 
   264         -1        3       -7 
   265         -1        5       -7 
   266         -1        5       -5 
   267         -1        7       -5 
   268         -1        7       -7 
   269         -3        7       -7 
   270         -3        7       -5 
   271         -3        5       -5 
   272         -3        5       -7 
   273         -5        5       -7 
   274         -5        7       -7 
   275         -7        7       -7 
   276         -7        5       -7 
   277         -7        5       -5 
   278         -7        7       -5 
   279         -5        7       -5 
   280         -5        5       -5 
   281         -5        3       -5 
   282         -5        3       -7 
   283         -5        1       -7 
   284         -5        1       -5 
   285         -7        1       -5 
   286         -7        1       -7 
   287         -7        3       -7 
   288         -7        3       -5 
   289         -7        3       -3 
   290         -7        3       -1 
   291         -7        1       -1 
   292         -7        1       -3 
   293         -5        1       -3 
   294         -5        1       -1 
   295         -5        3       -1 
   296         -5        3       -3 
   297         -5        5       -3 
   298         -5        7       -3 
   299         -7        7       -3 
   300         -7        5       -3 
   301         -7        5       -1 
   302         -7        7       -1 
   303         -5        7       -1 
   304         -5        5       -1 
   305         -3        5       -1 
   306         -3        5       -3 
   307         -3        7       -3 
   308         -3        7       -1 
   309         -1        7       -1 
   310         -1        7       -3 
   311         -1        5       -3 
   312         -1        5       -1 
   313         -1        3       -1 
   314         -3        3       -1 
   315         -3        3       -3 
   316         -1        3       -3 
   317         -1        1       -3 
   318         -3        1       -3 
   319         -3        1       -1 
   320         -1        1       -1 
   321          1        1       -1 
   322          1        1       -3 
   323          1        3       -3 
   324          1        3       -1 
   325          3        3       -1 
   326          3        3       -3 
   327          3        1       -3 
   328          3        1       -1 
   329          5        1       -1 
   330          5        3       -1 
   331          7        3       -1 
   332          7        1       -1 
   333          7        1       -3 
   334          7        3       -3 
   335          5        3       -3 
   336          5        1       -3 
   337          5        1       -5 
   338          7        1       -5 
   339          7        1       -7 
   340          5        1       -7 
   341          5        3       -7 
   342          7        3       -7 
   343          7        3       -5 
   344          5        3       -5 
   345          3        3       -5 
   346          3        1       -5 
   347          1        1       -5 
   348          1        3       -5 
   349          1        3       -7 
   350          1        1       -7 
   351          3        1       -7 
   352          3        3       -7 
   353          3        5       -7 
   354          3        7       -7 
   355          1        7       -7 
   356          1        5       -7 
   357          1        5       -5 
   358          1        7       -5 
   359          3        7       -5 
   360          3        5       -5 
   361          5        5       -5 
   362          7        5       -5 
   363          7        5       -7 
   364          5        5       -7 
   365          5        7       -7 
   366          7        7       -7 
   367          7        7       -5 
   368          5        7       -5 
   369          5        7       -3 
   370          5        5       -3 
   371          7        5       -3 
   372          7        7       -3 
   373          7        7       -1 
   374          7        5       -1 
   375          5        5       -1 
   376          5        7       -1 
   377          3        7       -1 
   378          3        7       -3 
   379          3        5       -3 
   380          3        5       -1 
   381          1        5       -1 
   382          1        5       -3 
   383          1        7       -3 
   384          1        7       -1 
   385          1        7        1 
   386          3        7        1 
   387          3        7        3 
   388          1        7        3 
   389          1        5        3 
   390          3        5        3 
   391          3        5        1 
   392          1        5        1 
   393          1        3        1 
   394          1        3        3 
   395          1        1        3 
   396          1        1        1 
   397          3        1        1 
   398          3        1        3 
   399          3        3        3 
   400          3        3        1 
   401          5        3        1 
   402          5        1        1 
   403          7        1        1 
   404          7        3        1 
   405          7        3        3 
   406          7        1        3 
   407          5        1        3 
   408          5        3        3 
   409          5        5        3 
   410          5        5        1 
   411          5        7        1 
   412          5        7        3 
   413          7        7        3 
   414          7        7        1 
   415          7        5        1 
   416          7        5        3 
   417          7        5        5 
   418          7        5        7 
   419          7        7        7 
   420          7        7        5 
   421          5        7        5 
   422          5        7        7 
   423          5        5        7 
   424          5        5        5 
   425          5        3        5 
   426          5        1        5 
   427          7        1        5 
   428          7        3        5 
   429          7        3        7 
   430          7        1        7 
   431          5        1        7 
   432          5        3        7 
   433          3        3        7 
   434          3        3        5 
   435          3        1        5 
   436          3        1        7 
   437          1        1        7 
   438          1        1        5 
   439          1        3        5 
   440          1        3        7 
   441          1        5        7 
   442          3        5        7 
   443          3        5        5 
   444          1        5        5 
   445          1        7        5 
   446          3        7        5 
   447          3        7        7 
   448          1        7        7 
   449         -1        7        7 
   450         -1        5        7 
   451         -3        5        7 
   452         -3        7        7 
   453         -3        7        5 
   454         -3        5        5 
   455         -1        5        5 
   456         -1        7        5 
   457         -1        7        3 
   458         -3        7        3 
   459         -3        7        1 
   460         -1        7        1 
   461         -1        5        1 
   462         -3        5        1 
   463         -3        5        3 
   464         -1        5        3 
   465         -1        3        3 
   466         -1        3        1 
   467         -1        1        1 
   468         -1        1        3 
   469         -3        1        3 
   470         -3        1        1 
   471         -3        3        1 
   472         -3        3        3 
   473         -3        3        5 
   474         -1        3        5 
   475         -1        3        7 
   476         -3        3        7 
   477         -3        1        7 
   478         -1        1        7 
   479         -1        1        5 
   480         -3        1        5 
   481         -5        1        5 
   482         -7        1        5 
   483         -7        1        7 
   484         -5        1        7 
   485         -5        3        7 
   486         -7        3        7 
   487         -7        3        5 
   488         -5        3        5 
   489         -5        3        3 
   490         -5        3        1 
   491         -5        1        1 
   492         -5        1        3 
   493         -7        1        3 
   494         -7        1        1 
   495         -7        3        1 
   496         -7        3        3 
   497         -7        5        3 
   498         -5        5        3 
   499         -5        5        1 
   500         -7        5        1 
   501         -7        7        1 
   502         -5        7        1 
   503         -5        7        3 
   504         -7        7        3 
   505         -7        7        5 
   506         -7        5        5 
   507         -5        5        5 
   508         -5        7        5 
   509         -5        7        7 
   510         -5        5        7 
   511         -7        5        7 
   512         -7        7        7 
